# Depth(km)    Pressure(bar)
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
1.798479    0.049572
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
3.529427    0.097644
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
5.258394    0.145716
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
6.985365    0.193788
